Name,Price,Discount,Original_price,Description,Product_left
DELL Vostro AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Ligh...,73990,12% off,85000,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; Office Home and Student 2021; 1 Year Onsite Hardware Service,Bank Offer
"DELL 14 Plus Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows ...",73990,25% off,98859,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; 1 Year Onsite Hardware Service,"Upto ₹23,000 Off on Exchange"
Lenovo ThinkBook 16 G6 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G...,73800,,,Intel Core i3 Processor (13th Gen); 8 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite warranty,"Upto ₹22,000 Off on Exchange"
"ASUS TUF Gaming F16 (2025) with Office 2024 + M365 Basic*, (i5 14th gen) Intel Core 5 210H - (16 GB/51...",73750,23% off,96990,Intel Core 5 Processor; 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home 2024 + Microsoft 365 Basic; 1 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,73690,31% off,107690,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Upto ₹22,000 Off on Exchange"
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,73490,27% off,100990,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,Lowest price since launch
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,73190,30% off,105090,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1Yr Warranty and 1 Yr Accidental Damage Protection,"Upto ₹22,000 Off on Exchange"
ASUS Intel Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/16 GB EMMC Storage/Windows 10/4 GB Graphics...,72999,19% off,90990,Intel Core i5 Processor (10th Gen); 16 GB DDR4 RAM; Windows 10 Operating System; 512 GB HDD|512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty,Bank Offer
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,72990,18% off,89999,"AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Windows 11 Home, MS Office Home and Student 2024, 1 Year McAfee; 1 Year Manufacturing",Bank Offer
"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 5 225H - (16 GB...",72990,27% off,99990,"Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year; 1 Year Onsite Warranty",Bank Offer
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,72990,21% off,93322,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty,"Upto ₹25,000 Off on Exchange"
DELL Inspiron 7430 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 2in1...,72990,28% off,102317,"Intel Core i5 Processor (13th Gen); 8 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; Windows 11, Microsoft Office; 12 Months",Bank Offer
Lenovo IdeaPad Slim 5i Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 82XF003CIN T...,72990,23% off,95000,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite,Bank Offer
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core 5 1st Gen - (16 GB/512 GB SSD/Window...,72990,1% off,73990,Intel Core 5 Processor (1st Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 YEAR INTERNATIONAL,Bank Offer
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,72990,18% off,90000,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72990,14% off,85000,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite warranty,Bank Offer
HP Victus Intel Core i5 14th Gen 14450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,72990,24% off,96958,"Intel Core i5 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.89 cm (16.1 inch) Display; Microsoft Office Home 2024, 1 Yearr M365 Basic, Misc PC Game Pass DA 3M; 1 Year Onsite Warranty","Upto ₹24,000 Off on Exchange"
MSI Commercial 14 H Pro Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Pro) Commercial 14 ...,72990,41% off,123990,Intel Core i7 Processor (13th Gen); 32 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 3 Year Onsite Warranty,"Upto ₹25,000 Off on Exchange"
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,72989,30% off,104490,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Office Home & Student 2021; 1Yr Warranty and 1 Yr Accidental Damage Protection,Top Discount of the Sale
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,72900,15% off,85790,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; Microsoft Office Home & Student 2021; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Bank Offer
DELL Inspiron Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 7640 Laptop,72490,17% off,88355,"Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service",Bank Offer
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiro...,72490,24% off,96580,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
DELL Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop,72480,18% off,88400,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; Windows 10 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,72290,26% off,97759,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,72260,20% off,90999,"Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Acer Care Center, Acer Product Registration, NitroSense; 1 Year International Travelers Warranty (ITW)",Bank Offer
Lenovo IdeaPad Flex 5 Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 T...,72036,24% off,95000,Intel Core i5 Processor (12th Gen); 16 GB LPDDR4X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Bank Offer
HP HP Pavilion Aero AMD Ryzen 5 Ryzen 5 8640U - (16 GB/512 GB SSD/Windows 10 Home) bg0016AU Notebook,72000,21% off,91544,AMD Ryzen 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Display; ONSITE,Bank Offer
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,71990,28% off,99990,Intel Core i7 Processor (12th Gen); 8 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,71990,24% off,94999,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Warranty,Top Discount of the Sale
MSI Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,71990,22% off,92990,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,71990,24% off,94990,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,71990,32% off,105999,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Bank Offer
DELL Vostro AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10) Vostro 5415 Thin and Light Lapt...,71990,8% off,78990,AMD Ryzen 5 Hexa Core Processor; 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; MS Office Home & Student 2019; 1 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,71990,10% off,80000,AMD Ryzen 5 Quad Core Processor; 8 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty,Bank Offer
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,71990,21% off,91990,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,71950,20% off,90000,Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Bank Offer
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15-EG2019T...,71890,21% off,91990,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
DELL 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) 5441 Thin and Light Laptop,71890,32% off,106536,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service",Bank Offer
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i9 13th Gen 13900H - (16 GB/512 GB S...,71703,28% off,99990,"Intel Core i9 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year; 1 Year Onsite Warranty",Bank Offer
Lenovo IdeaPad Gaming Backlit AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Gr...,71499,20% off,90000,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite warranty,Bank Offer
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,71290,10% off,80000,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
DELL Inspiron 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin ...,71190,10% off,79795,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Hardware Service,Bank Offer
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,71190,37% off,114690,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Carry-in Warranty,Top Discount of the Sale
HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2...,71076,21% off,90000,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 year Warranty,Bank Offer
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 2 in 1 L...,71024,16% off,85000,Intel Core i5 Processor (12th Gen); 8 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Bank Offer
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics...,70990,35% off,110490,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty,Bank Offer
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Ligh...,70990,22% off,92083,Intel Core Ultra 5 Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite Warranty,Top Discount of the Sale
ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) K3502ZA-L503WS Thin and Light ...,70990,23% off,92990,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year warranty,Bank Offer
ASUS TUF GAMING A15 AMD Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,70990,30% off,101990,"AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Windows 11, Microsoft Office H&S 2021, 1 Year McAfee; 1 Year Onsite Warranty",Bank Offer
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,70990,,,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
DELL Inspiron AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,70900,39% off,116990,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty,Top Discount of the Sale
HP Pavilion Gaming Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,70899,19% off,87999,Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2019; 1 Year Onsite Warranty,Bank Offer
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU Thin and...,70499,12% off,80314,AMD Ryzen 5 Hexa Core Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,70490,21% off,89990,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS VivoBook Ultra 14 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB511T...,70199,5% off,73990,"Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home and Student 2019, Splendid, My Asus, Tru2Life; 1 Year Onsite Warranty",Bank Offer
DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) IN5430JNH1P001ORS1 Thin a...,70126,29% off,99000,"Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Windows 11, Microsoft Office; 1-year warranty",Bank Offer
HP 14s Intel Core i7 10th Gen 1065G7 - (8 GB/512 GB SSD/Windows 10 Home) 14s-dr1006TU Thin and Light L...,70019,4% off,73100,Intel Core i7 Processor (10th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home and Student 2019; 1 Year Onsite Warranty,Bank Offer
Lenovo ThinkBook 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin...,70000,51% off,145000,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 Thin and ...,69999,31% off,102317,Intel Core i5 Processor (13th Gen); 8 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; Win 11 + Office H&S 2021; 1 Year Onsite Hardware Service,Bank Offer
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,69999,38% off,113899,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Warranty,"Upto ₹25,000 Off on Exchange"
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphic...,69999,20% off,87990,AMD Ryzen 7 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Top Discount of the Sale
HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0015AU Laptop,69999,20% off,87763,AMD Ryzen 5 Hexa Core Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Touchscreen Display; 1 Year Onsite Warranty,Lowest Price Live
Lenovo IdeaPad Slim 5 WUXGA OLED Full Metal Body Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windo...,69999,28% off,97290,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Office Home 2024; 1 Year Carry-in Warranty,Top Discount of the Sale
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin...,69999,34% off,107690,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Upto ₹22,000 Off on Exchange"
Acer Professional Intel Core i7 13th Gen 1355U with 3year Warranty - (32 GB/1 TB SSD/Windows 11 Pro) T...,69990,22% off,89990,Intel Core i7 Processor (13th Gen); 32 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; MS OFFICE; 3 year Onsite Warranty,Top Discount of the Sale
HP Pavilion Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1001TU Thin and Li...,69990,10% off,78294,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2019; 1 Year Onsite Warranty,Bank Offer
Acer Nitro V 15 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,69990,34% off,106999,Intel Core 5 Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty,Top Discount of the Sale
MSI Prestige 14 Evo AI PC Intel Core Ultra 5 1st Gen 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige ...,69990,53% off,149990,Intel Core Ultra 5 Processor (1st Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 2 Year Warranty Term,Top Discount of the Sale
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,69990,20% off,87990,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,69990,30% off,99999,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Warranty,Top Discount of the Sale
"ASUS Vivobook S14 OLED Intel EVO H-Series Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/512...",69990,29% off,98990,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,69990,15% off,82414,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Acer Nitro V 15 Intel Core 5 210H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,69990,34% off,106999,Intel Core 5 Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty,Top Discount of the Sale
"ASUS Vivobook S14 OLED Intel EVO H-Series Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/512...",69990,29% off,98990,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
MSI Prestige 14 Evo AI PC Intel Core Ultra 5 1st Gen 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige ...,69990,53% off,149990,Intel Core Ultra 5 Processor (1st Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 2 Year Warranty Term,Top Discount of the Sale
